timestamp,data_dir,checkpoint_dir,results_dir,image_size,batch_size,num_workers,num_hiddens,num_residual_hiddens,num_residual_layers,embedding_dim,num_embeddings,commitment_cost,decay,num_epochs_vqvae,learning_rate_vqvae,min_codebook_usage,check_usage_every,experiment_name,notes,device,phase,codebook_usage_percent,active_codes,best_codebook_usage,final_perplexity,final_recon_loss,final_vq_loss,final_mse,final_psnr,final_ssim,target_achieved,training_completed
2025-10-02 11:26:02,./emoji_data,./checkpoints,./results,64,64,2,128,32,2,64,256,0.5,0.85,100,0.0003,50.0,5,commitment_cost_50,Increasing commitment cost to 50,cuda,phase1,50.0,128,50.0,78.45769696357922,0.012071112672296854,0.003425611499458169,0.011743423528969288,25.322650909423828,0.89728296,True,True
