timestamp,data_dir,checkpoint_dir,results_dir,image_size,batch_size,num_workers,num_hiddens,num_residual_hiddens,num_residual_layers,embedding_dim,num_embeddings,commitment_cost,decay,num_epochs_vqvae,learning_rate_vqvae,min_codebook_usage,check_usage_every,experiment_name,notes,device,phase,codebook_usage_percent,active_codes,best_codebook_usage,final_perplexity,final_recon_loss,final_vq_loss,final_mse,final_psnr,final_ssim,target_achieved,training_completed
2025-10-02 10:03:34,./emoji_data,./checkpoints,./results,64,64,2,128,32,2,64,256,0.25,0.95,100,0.0003,50.0,5,decay_95,Decreasing Decay Smaller Image_szie,cuda,phase1,74.21875,190,74.21875,102.16517345721905,0.011269068966309229,0.003039749792944162,0.011694756336510181,25.340688705444336,0.88683057,True,True
