timestamp,data_dir,checkpoint_dir,results_dir,image_size,batch_size,num_workers,num_hiddens,num_residual_hiddens,num_residual_layers,embedding_dim,num_embeddings,commitment_cost,decay,num_epochs_vqvae,learning_rate_vqvae,min_codebook_usage,check_usage_every,experiment_name,notes,device,phase,codebook_usage_percent,active_codes,best_codebook_usage,final_perplexity,final_recon_loss,final_vq_loss,final_mse,final_psnr,final_ssim,target_achieved,training_completed
2025-10-02 10:22:34,./emoji_data,./checkpoints,./results,64,64,2,128,32,2,64,256,0.25,0.85,100,0.0003,50.0,5,decay_85,Decreasing Decay Smaller Image_szie,cuda,phase1,63.28125,162,63.28125,90.62403752253606,0.011269152164459229,0.0034289341240834733,0.012460369616746902,25.065290451049805,0.89252937,True,True
